serial_no,ticket_id,ent name,subject,status,created_at,comments_count,is_escalated,jira_ticket_id,jira_ticket_url,issue_reported,root_cause,summary,resolution,was_diagnostics_used_custom_field,was_diagnostics_used_llm_assessment,was_diagnostics_used_confidence,was_diagnostics_used_reasoning,could_diagnostics_help_assessment,could_diagnostics_help_confidence,url,could_diagnostics_help_reasoning,Human score,Human reasoning,Agent improvement,diagnostics_capabilities_matched,limitation_notes,ticket_type,processing_status,error,,,could_diagnostics_help_assessment,COUNTA of ticket_id,could_diagnostics_help_assessment,could_diagnostics_help_reasoning,url,COUNTA of ticket_id
36,87701,,Conversation with Lee Glenn - CSS selector,closed,2025-08-29T19:46:27+05:30,3,FALSE,,,Customer needed help with a CSS selector to differentiate between a checked and unchecked box in an automated flow.,The customer required a specific CSS selector to conditionally skip a step in an automated flow based on the checkbox state.,"Lee Glenn contacted support for assistance with identifying a CSS selector that could distinguish between a checked and unchecked box in an automated flow. After a brief chat exchange, Shishir and Lee Glenn decided to continue the troubleshooting over a Microsoft Teams call. During the call, they successfully identified the correct CSS selector and updated the display rule, ensuring the flow worked as intended.",The issue was resolved by identifying the correct CSS selector and updating the display rule to ensure the automated flow functioned correctly.,No,no,confident,The synthesis summary and resolution indicate that the issue was resolved through a Microsoft Teams call where the correct CSS selector was identified manually. There is no mention of Diagnostics or any related tools being used.,no,confident,https://whatfix.zendesk.com/agent/tickets/87701,"The issue was a technical request for help with creating a CSS selector, which is outside the scope of Diagnostics capabilities. Diagnostics cannot generate or construct CSS selectors; it can only diagnose issues with existing selectors. The ticket type is a 'technical request', making Diagnostics irrelevant here.","could_diagnostics_help: no
diagnostics_triage_help: no
diagnostics_fix_help: no","could_diagnostics_help: no

diagnostics_triage_help: no, because this ticket was not related to troubleshooting at all. This was a use case implementation, had no need for Diagnostics being used.

diagnostics_fix_help: no, because this is a use case request and not a troubleshooting/issue-related ticket","1. The ticket summary is apt & accurate

2. The could_diagnostics_help_reasoning is also sound & accurate",,Diagnostics cannot generate or construct CSS selectors; this requires technical expertise from the support team.,technical_request,success,,,,,,,,,
37,86481,sophos_central,Conversation with Joseph Benedict Divina: flow step usecase,closed,2025-08-05T11:00:49+05:30,4,FALSE,,,"Flow step appearing on the wrong element when clicking ""Next"".",Incorrect CSS selector for the flow step.,"Joseph Benedict Divina reported an issue where a step in a flow was appearing on the wrong element when clicking ""Next"". He provided screenshots and mentioned using ""Other elements on the page"" and ""Selected Element Text Is 'Category'"". Yashwanth Kore suggested a screen share to understand the issue better. After the call, Yashwanth updated the CSS selector for the flow step to ensure it appears correctly when the ""Category"" field is selected. This resolved the issue.",Updated the CSS selector for the flow step to target the correct element.,No,no,confident,The synthesis summary and resolution do not mention the use of Diagnostics. The issue was resolved through a screen share and manual update of the CSS selector.,yes,confident,https://whatfix.zendesk.com/agent/tickets/86481,"The issue was related to an incorrect CSS selector causing the flow step to appear on the wrong element. Diagnostics can help identify CSS selector failures and provide visibility into element detection issues, which would have helped diagnose the problem. The custom field indicates Diagnostics was not used, representing a missed opportunity for self-service resolution.","could_diagnostics_help: yes
diagnostics_triage_help: yes
diagnostics_fix_help: no","could_diagnostics_help: yes

diagnostics_triage_help: yes, because the author had themselves configured a CSS selector and a text condition in the display and visibility rules. This was working fine, but it just showed up on a different element or a wrong element. So diagnostics could have been used as a false positive checker where the tooltip was showing up on a different element and it could also have been used to see if the conditions added were working as expected, which in this case they were. But the problem here was that it was showing up on the wrong element. The flow step was showing up on the wrong element. 

diagnostics_fix_help: no, Because diagnostics cannot detect a latching issue, it just displays what element was found. And in this case, the wrong element was found successfully. So it would have said element found successfully. In this case, the support agent had to understand the use case. And based on the use case, they were nudged towards adding a proper selector that identified the right element. instead of the selector that was added by the author themselves. Diagnostics today cannot recommend adding a selector or suggest a selector to add or modify an existing selector that is already been added in the visibility or display rules. This is an area of improvement for diagnostics. ","1. The summary was apt & appropriate

2. The could_diagnostics_help_reasoning needs improvement. In this case, it was not a CSS selector failure, rather an incorrect element being detected. That was the issue. Diagnostics cannot surface, latching or incorrect element being found issues. So the could help reasoning is flawed. It is not correct. We need to figure out how to bake this nuance in for the reasoning to be better & more accurate","CSS selector failures, Element detection failures",,troubleshooting,success,,,,,,,,,
38,86403,sophos_xgfirewall_emea,Pop-up not appearing,closed,2025-08-04T10:19:12+05:30,25,FALSE,,,Pop-up not appearing on the firewall page despite the rule set for specific class existence.,"Visibility rules were evaluated before the page fully loaded, causing the Element Exists rule to fail.","The customer reported that a pop-up was not appearing on the firewall page as expected. Initial troubleshooting involved checking credentials and attempting to create specific server and client records. The investigation revealed that the visibility rules were being evaluated before the page had fully loaded, causing the pop-up to fail. The support agent suggested using a User Action approach to continuously evaluate the presence of specified elements, which resolved the issue. Further discussions addressed the impact of the ""Do not show me again"" checkbox and visibility rules set to ""Once a Week,"" leading to additional troubleshooting steps and user-specific settings.",Implemented a User Action approach to ensure the pop-up appears once the page is fully loaded and elements are present.,Yes,yes,confident,"The custom field indicates 'Yes' and the synthesis mentions visibility rules evaluation, which aligns with Diagnostics capabilities.",yes,confident,https://whatfix.zendesk.com/agent/tickets/86403,"The issue was related to visibility rules being evaluated before the page fully loaded, causing the Element Exists rule to fail. Diagnostics provides visibility into rule evaluation status and real-time event-based step execution feedback, which would have helped identify the timing issue with the visibility rules. The custom field shows Diagnostics was used, confirming its relevance and utility in resolving the issue.","could_diagnostics_help: yes
diagnostics_triage_help: yes
diagnostics_fix_help: no","could_diagnostics_help: yes

diagnostics_triage_help: yes, Because diagnostics would have helped the author understand that even though a selector has been added in the ""other element on the page"" condition in the visibility rules, during runtime, this condition failed to evaluate, indicating that there is something happening and it's not the selector that is incorrect. That would have been helpful for the author to understand, which is exactly what the support agent also did to identify that it is perhaps a page load issue that's causing the condition to fail, even though it's accurate. The agent also mentioned that they used diagnostics to identify this and it helped them save time to identify the root cause of why the condition was failing. 

diagnostics_fix_help: no, Because diagnostics in this case can only tell you that the visibility rule added is not evaluating to true, but it doesn't accurately tell you or suggests you a fix to correct that visibility rule. Primarily because we don't know the intent or what could be the right fix, but this is a definite area of improvement. And perhaps we should also look into to exposing that this rule was evaluated when. So that page load type of issues could perhaps be surfaced within the diagnostics interface. ",Good enough summary from comments & the ticket. The could_diagnostics_help_reasoning is sound too,"Visibility rule evaluation status, Real-time event-based step execution feedback",,troubleshooting,success,,,,,,,,,
39,88242,,Unique selectors needed for Smart Tip Collection: Seismic: DocCenter - Asset Smart Tips,hold,2025-09-09T20:23:54+05:30,46,FALSE,,,Smart Tips and Beacons for the Seismic Tab within Salesforce are not working in production.,Smart Tips and Beacons were not displaying due to issues with CSS selectors and iframe evaluations.,"The ticket began with Lee Glenn requesting unique selectors for Smart Tips within the Seismic Tab and Opportunity records in Salesforce. Initial troubleshooting by Sriram involved adding CSS selectors and creating separate Smart Tips for different iframes. Although initial issues were resolved, subsequent problems arose where Smart Tips and Beacons stopped working in production but worked in preview mode. Multiple attempts were made to resolve this, including backend changes and a P2P update. Despite these efforts, the issue persisted, leading to further investigation and escalation. Himanshu took over and requested diagnostic screenshots to investigate further.",The issue was escalated to the concerned team for further investigation after multiple troubleshooting attempts and diagnostic reviews.,No,yes,confident,"Synthesis mentions that Himanshu requested diagnostic screenshots to investigate further, indicating Diagnostics was used despite the custom field stating 'No'.",maybe,not confident,https://whatfix.zendesk.com/agent/tickets/88242,"The issue involves CSS selectors and iframe evaluations, which Diagnostics can help diagnose by showing CSS selector failures and element detection issues. However, the persistent nature of the issue despite multiple troubleshooting attempts suggests it may be beyond Diagnostics' capabilities, possibly requiring deeper technical intervention.","could_diagnostics_help: maybe
diagnostics_triage_help: maybe
diagnostics_fix_help: no","could_diagnostics_help: maybe

diagnostics_triage_help: maybe, this issue was convoluted & weird, and the reasoning provided in the ""could_diagnostics_help_reasoning"" is indeed accurate

diagnostics_fix_help: no, because the issue is quite convoluted with not a lot of clarity. This is an area for improvement of diagnostics specifically around how could we potentially surface these round-trip multi-turn diagnosing capabilities with visibility into everything that's happening and use it to narrow down the problem as well as provide a recommended fix which could be escalate to Support or try resolving it yourself ","1. The summary of the ticket is apt & sound

2. The could_diagnostics_help_reasoning is also accurate. There was a lot of ambiguity on this one so the reasoning is apt","CSS selector failures, Element detection failures",Diagnostics can identify issues with CSS selectors and element detection but may not resolve complex iframe-related problems or persistent issues requiring backend changes.,troubleshooting,success,,,,,,,,,
40,87934,,Conversation with Joseph Benedict Divina: Issue with flow step not showing on smaller screen,closed,2025-09-04T08:42:11+05:30,6,FALSE,,,Flow step not showing on smaller screens.,The Reports button was getting hidden under the More button on smaller screens.,"Joseph Benedict Divina reported that the flow step stopped working on smaller screens but worked fine on normal screens. The issue was identified to be with the 23rd step, where the selected element was too large to display properly on smaller screens. After several attempts to select smaller elements, it was discovered during a call that the actual problem was with the 24th step, where the Reports button was hidden under the More button on smaller screens. Pranav Kanagal resolved the issue by creating optional steps to check if the Reports button was under the More list and proceed accordingly.",Optional steps were created to ensure the flow checks if the Reports button is under the More list and proceeds accordingly.,No,no,confident,Custom field says 'No' and synthesis shows manual troubleshooting without mention of Diagnostics tool usage.,maybe,not confident,https://whatfix.zendesk.com/agent/tickets/87934,"The issue involved a flow step not showing on smaller screens due to the Reports button being hidden under the More button. Diagnostics could potentially have helped identify visibility rule failures or element detection issues, but the synthesis does not provide enough detail to confirm this. The resolution involved creating optional steps, which might not be directly related to Diagnostics capabilities.","could_diagnostics_help: maybe
diagnostics_triage_help: maybe
diagnostics_fix_help: no","could_diagnostics_help: maybe

diagnostics_triage_help: maybe, because Diagnostics could potentially have helped identify visibility rule failures or element detection issues but in this case, it was due to an incorrect element selection during creation by the author/user. This is beyond Diagnostics capabilities today

diagnostics_fix_help: no, the resolution involved changing the way the step was created/authored - beyond the scope of Diagnostics. ","1. The summary of the ticket is apt & sound

2. The could_diagnostics_help_reasoning is also accurate. There was a lot of ambiguity on this one so the reasoning is apt","Visibility rule failures, Element detection failures","The synthesis lacks detail on whether visibility rules or element detection were directly involved, making it unclear if Diagnostics would have definitively helped.",troubleshooting,success,,,,,,,,,
41,88275,,User attributes,closed,2025-09-10T03:41:08+05:30,12,FALSE,,,Customer requested assistance in creating user or enterprise attributes to identify specific groups of users and trigger specific information for those groups.,"The role information of users is only accessible after clicking on the username to open the profile dropdown, making it difficult to use for triggering specific content.","Alex Martin initially requested help in creating user attributes to identify user roles and trigger specific information. Lakshmeesh K P, the support agent, suggested using either a selector/window variable or integrating a Google Sheet/Excel sheet. Multiple attempts were made to schedule a call to discuss the issue further. During the call, it was confirmed that the role information is visible but requires an extra step to access. Lakshmeesh suggested that Alex's development team expose the role as a window variable or local storage value to simplify the process.",The issue was resolved by advising the customer's development team to expose the role information as a window variable or local storage value for easier access and use in pop-up visibility rules.,No,no,confident,Custom field says 'No' and synthesis shows manual troubleshooting without mention of Diagnostics tool usage.,no,confident,https://whatfix.zendesk.com/agent/tickets/88275,"The issue was a technical request for exposing user role information as a window variable or local storage value, which is beyond the scope of Diagnostics capabilities. Diagnostics cannot assist with technical tasks such as exposing variables or integrating external data sources.","could_diagnostics_help: no
diagnostics_triage_help: no
diagnostics_fix_help: no","could_diagnostics_help: no

diagnostics_triage_help: no, because this ticket was not related to troubleshooting at all. This was a use case implementation, had no need for Diagnostics being used.

diagnostics_fix_help: no, because this is a use case request and not a troubleshooting/issue-related ticket","1. The ticket summary is apt & accurate

2. The could_diagnostics_help_reasoning is also sound & accurate",,Diagnostics cannot help with technical requests like exposing user role information as window variables or local storage values.,technical_request,success,,,,,,,,,
42,87882,experian_lightning,Conversation with Lee Glenn: Flow Issue,closed,2025-09-03T17:15:10+05:30,3,FALSE,,,Customer was unable to run flows from the Console for Spanish and Portuguese users.,The first step of the flow needed to be reselected to function correctly.,"Lee Glenn reported an issue with running a specific flow from the Console for Spanish and Portuguese users. After sharing the names of the pop-up and flow, support agent Sriram suggested a quick call to diagnose the problem. During the call, they discovered that reselecting the first step of the flow resolved the issue, allowing the flow to work as expected.",Reselecting the first step of the flow fixed the issue.,No,no,confident,Custom field says 'No' and synthesis shows manual troubleshooting via call without mention of Diagnostics tool usage.,yes,confident,https://whatfix.zendesk.com/agent/tickets/87882,"The issue involved reselecting the first step of the flow to resolve the problem. Diagnostics provides real-time event-based step execution feedback and visibility into step failures, which could have identified the issue with the first step not functioning correctly. The author could have used Diagnostics to diagnose and resolve this issue themselves.","could_diagnostics_help: yes
diagnostics_triage_help: yes
diagnostics_fix_help: yes","could_diagnostics_help: yes

diagnostics_triage_help: yes, The issue here was primarily that the element detection failure had occurred for a certain step, which is step one of the flow. And this is something that diagnostics would have easily highlighted to the user. So triage was definitely possible, yes. But the user has not used diagnostics at all. 

diagnostics_fix_help: yes, The solution that the support agent performed on the call was that of reselection. Had the user checked diagnostics, the diagnostics recommended fix would also have been to reselect the step one of the flow. This ticket could have been completely avoided if the user had followed the recommended fix that diagnostics would have given. ",Good enough summary from comments & the ticket. The could_diagnostics_help_reasoning is sound too,"Real-time event-based step execution feedback, Step execution failures",,troubleshooting,success,,,,,,,,,
43,88834,,Offline Message from Nathan White: Smart tip Concerns,closed,2025-09-19T23:02:54+05:30,13,FALSE,,,Smart tips aren't displaying reliably on selected elements.,"The element wasn’t latching properly, causing inconsistent behavior.","Nathan White reported that smart tips were not displaying reliably on selected elements. After initial queries to identify the specific smart tips in question, the support team made adjustments to the tips. Although the first tip began working, the second tip continued to show inconsistencies. Further troubleshooting revealed that the smart tips were displaying on incorrect pages. The support team modified the conditions and added specific CSS selectors to ensure the tips targeted the correct elements consistently. This resolved the issue, and Nathan confirmed that the tips were working fine.",Added specific CSS selectors to ensure the smart tips targeted the correct elements consistently.,No,no,confident,Custom field says 'No' and synthesis shows manual troubleshooting and adjustments without mention of Diagnostics tool usage.,no,confident,https://whatfix.zendesk.com/agent/tickets/88834,"The issue was related to smart tips not latching properly to the intended elements, which is a technical request. Diagnostics cannot help with latching issues as it does not address tooltip anchoring or latching problems. The support team manually added specific CSS selectors to resolve the issue, which is outside the scope of Diagnostics capabilities.","could_diagnostics_help: no
diagnostics_triage_help: yes
diagnostics_fix_help: no","could_diagnostics_help: no

diagnostics_triage_help: yes, Diagnostics could've helped the user identify if the step was not latching correctly due to element detection issues before/when reaching out to Support. Diagnostics can help surface step execution events in realtime, providing the user the ability to see what exactly went wrong/right during runtime

diagnostics_fix_help: no, because this was a latching issue and the eventual resolution was to add CSS selectors to ensure the smart tip was restricted to a certain element and latched on to the right element. Diagnostics cannot generate or construct a CSS selector but it CAN help the user/author understand what's breaking. This is an improvement area for Diagnostics","1. The ticket summary is apt & sound

2. The could_diagnostics_help reasoning & logic can be improved to differentiate between full resolution & issue triage/identification assistance. Diagnostics, even if it cannot resolve the issue, can atleast help detect the """"why"""" of a failure. This nuance seems to be missing in the current logic, which leads me to believe there is scope for improvement in the system prompt and agent as well",,Diagnostics cannot address tooltip latching issues or generate CSS selectors; these require manual adjustments by the support team.,technical_request,success,,,,,,,,,
44,88959,,Help Needed - CSS Selector for Tick-Box in Client Contact Record,closed,2025-09-23T15:36:02+05:30,14,FALSE,,,"Customer needed the CSS selector for the ""Do Not Contact"" tick-box to create a pop-up.",Differences in element attributes between pre-production and production environments.,"Júlia Manga requested urgent assistance to identify the CSS selector for the ""Do Not Contact"" tick-box in a client contact record to create a pop-up. Initial support provided a CSS selector that worked in the pre-production environment but caused the pop-up to appear on all client contacts when published in production. Upon further investigation and a screensharing session, it was discovered that the element attributes differed between the environments. The CSS selector was updated to align with common attributes, resolving the issue.",Updated the CSS selector to match the common attributes of elements across both pre-production and production environments.,No,no,confident,"The synthesis summary and resolution do not mention the use of Diagnostics. The issue was resolved through manual investigation and screensharing, confirming the custom field 'No'.",no,confident,https://whatfix.zendesk.com/agent/tickets/88959,"This was a technical request for CSS selector construction due to differences in element attributes between environments. Diagnostics does not generate or construct CSS selectors; it only diagnoses issues with existing content. The ticket type is a 'technical request', making Diagnostics irrelevant here.","could_diagnostics_help: no
diagnostics_triage_help: no
diagnostics_fix_help: no","could_diagnostics_help: no

diagnostics_triage_help: no, because this ticket was not related to troubleshooting at all. This was a use case implementation, had no need for Diagnostics being used.

diagnostics_fix_help: no, because this is a use case request and not a troubleshooting/issue-related ticket","1. The ticket summary is apt & accurate

2. The could_diagnostics_help_reasoning is also sound & accurate",,Diagnostics cannot generate or construct CSS selectors; this requires technical expertise from support team.,technical_request,success,,,,,,,,,
45,88655,,Support needed: Smart Tips Not Showing,closed,2025-09-16T20:09:17+05:30,12,FALSE,,,Smart Tips not appearing during testing for specific actions on the pre-production environment.,Incorrect or missing CSS selectors for the Smart Tips configuration.,"Júlia Manga reported that three Smart Tips were not appearing as expected during testing. The support team initially acknowledged the issue and requested additional access to investigate further. After gaining the necessary access, the support team identified the need for specific CSS selectors for the Smart Tips to function correctly. Despite initial attempts to resolve the issue with provided selectors, Júlia was unable to get the Smart Tips working and scheduled a screen-sharing session. During the call, the support team and Júlia successfully added the correct selectors, resolving the issue.",The issue was resolved by adding the correct CSS selectors during a screen-sharing session.,No,no,confident,The synthesis summary and resolution do not mention the use of the Diagnostics tool. The issue was resolved through a screen-sharing session where the support team manually added the correct CSS selectors.,no,confident,https://whatfix.zendesk.com/agent/tickets/88655,"The issue was related to the construction and addition of CSS selectors, which is a technical request. Diagnostics does not generate or construct CSS selectors; it only diagnoses issues with existing content. Therefore, Diagnostics could not have helped in resolving this issue.","could_diagnostics_help: no
diagnostics_triage_help: yes
diagnostics_fix_help: no","could_diagnostics_help: no

diagnostics_triage_help: yes, Diagnostics could've helped the user identify if the Smart Tip was not latching correctly due to element detection issues before/when reaching out to Support. Diagnostics can help surface step execution events in realtime, providing the user the ability to see what exactly went wrong/right during runtime

diagnostics_fix_help: no, because this was a latching issue and the eventual resolution was to add CSS selectors to ensure the smart tip was restricted to a certain element and latched on to the right element. Diagnostics cannot generate or construct a CSS selector but it CAN help the user/author understand what's breaking. This is an improvement area for Diagnostics","1. The ticket summary is apt & sound

2. The could_diagnostics_help reasoning & logic can be improved to differentiate between full resolution & issue triage/identification assistance. Diagnostics, even if it cannot resolve the issue, can atleast help detect the """"why"""" of a failure. This nuance seems to be missing in the current logic, which leads me to believe there is scope for improvement in the system prompt and agent as well",,Diagnostics cannot generate or construct CSS selectors; this requires technical expertise from the support team.,technical_request,success,,,,,,,,,
46,88653,,Do Not Deal' Pop-ups not working,closed,2025-09-16T20:00:11+05:30,32,TRUE,SUCC-35660,https://whatfix.atlassian.net/browse/SUCC-35660,Pop-ups not displaying after design changes.,Visibility rules and variable conditions not configured for all user roles and languages.,"Lee Glenn reported that redesigned pop-ups were not displaying, suspecting issues with the variables used. Initial investigation revealed that the pop-ups were configured to display only for specific users, which was not intended. After restoring archived pop-ups and redesigning them, Lee faced issues with visibility in the Production environment and for Spanish and Portuguese users. A troubleshooting call identified that the visibility rule excluded certain user roles and the variable did not account for translations. Adjustments were made to include all required conditions and languages, and the refresh issue was resolved.","Visibility rules and variable conditions were updated to include all user roles and languages, and the refresh issue was fixed.",No,no,confident,Custom field says 'No' and synthesis shows manual troubleshooting without mention of Diagnostics tool usage.,no,confident,https://whatfix.zendesk.com/agent/tickets/88653,"This ticket was escalated to Engineering as a product bug (JIRA: SUCC-35660). Diagnostics cannot resolve product-level defects that require code changes by the engineering team. While the symptom may resemble issues Diagnostics addresses, the root cause was beyond user control.","could_diagnostics_help: no
diagnostics_triage_help: yes
diagnostics_fix_help: no","could_diagnostics_help: no

diagnostics_triage_help: yes, Diagnostics could've helped the user identify visibility rule mismatches before/when reaching out to Support. Diagnostics can help surface step execution & visibility rule execution status events in realtime, providing the user the ability to see what exactly went wrong/right during runtime

diagnostics_fix_help: no, because this required a change in AC code to implement refresh logic + addition of new logic to accommodate the use case which is not something Diagnostics can do today. The first step is for Diagnostics to accommodate multi-turn investigation & then perhaps see if recommendations can be made. This is an improvement area for Diagnostics","1. The ticket summary can be better, considering the support agent does mention a lot of changes in the AC code customization. System prompt needs to be improved to account for such scenarios

2. The could_diagnostics_help_reasoning could however, be refined. The resolution was NOT product level code changes but rather, an implementation task for the Support team. Perhaps, the presence of the Jira ticket was the trigger here, but this is something that should be improved in the system prompt",,Diagnostics cannot resolve product-level defects requiring engineering intervention.,troubleshooting,success,,,,,,,,,
47,88591,,Flow Name: DO NOT DEAL - Integrity (Auto Case Creation for DQ team),closed,2025-09-15T21:44:30+05:30,23,FALSE,,,"Issue with Step 5 (Secondary Case Reason field) in the flow ""DO NOT DEAL - Integrity (Auto Case Creation for DQ team)"" not working correctly.",Selectors needed to be added and differentiated for various steps and languages in the flow.,"Lee Glenn reported an issue with Step 5 of a specific flow, which was initially thought to affect subsequent steps as well. Sriram from support added the necessary selectors, which resolved the initial issue. Further investigation revealed a need to differentiate selectors for different languages (English, Spanish, Portuguese). The issue with pop-ups was resolved, but a new problem at Step 6 was identified, likely due to a Salesforce update. After a call, it was determined that separate flows for each language were required due to auto-selection based on text.",The issue was resolved by adding the necessary selectors and creating separate flows for each language to accommodate text-based auto-selection.,No,no,confident,The synthesis summary and resolution do not mention the use of Diagnostics. The issue was resolved by manually adding selectors and creating separate flows for different languages.,no,confident,https://whatfix.zendesk.com/agent/tickets/88591,"The issue was primarily about constructing and adding CSS selectors, which is a technical request. Diagnostics cannot generate or construct CSS selectors; it can only diagnose issues with existing content. Therefore, Diagnostics would not have helped in this scenario.","could_diagnostics_help: no
diagnostics_triage_help: yes
diagnostics_fix_help: no","could_diagnostics_help: no

diagnostics_triage_help: yes, Diagnostics could've helped the user identify if the flow step was not latching/working correctly due to element detection issues before/when reaching out to Support. Diagnostics can help surface step execution events in realtime, providing the user the ability to see what exactly went wrong/right during runtime

diagnostics_fix_help: no, because the eventual resolution was to add CSS selectors to ensure the flow step played as expected across different languages. The support ticket's Root Cause field has this information, perhaps this should be checked as part of the system prompt to surface. Diagnostics cannot generate or construct a CSS selector but it CAN help the user/author understand what's breaking. This is an improvement area for Diagnostics","1. The ticket summary should check the ""Root Cause"" field that the support agent adds to inform the LLM's analysis to have a better picture on the exact resolution provided

",,Diagnostics cannot generate or construct CSS selectors; this requires technical expertise from the support team.,technical_request,success,,,,,,,,,
48,89016,sophos_central,Conversation with Joseph Benedict Divina: Flow failure,closed,2025-09-24T15:31:11+05:30,5,FALSE,,,Flow failure on smaller screens requiring advanced options and settings adjustments.,An invalid selector caused the flow to skip optional steps and jump directly to the 7th step.,"Joseph Benedict Divina reported an issue with a flow not functioning correctly on smaller screens, requesting a call for detailed discussion. During the call, it was identified that the flow was skipping steps due to an invalid selector. This caused the flow to jump directly to the 7th step, which was displayed on a similar element. After modifying the selector to correctly identify the elements, the flow worked as expected.",The issue was resolved by modifying the invalid selector to ensure the flow followed the correct steps.,No,no,confident,The custom field indicates 'No' and the synthesis summary does not mention the use of Diagnostics or any related terms. The issue was identified and resolved through manual troubleshooting during a call.,yes,confident,https://whatfix.zendesk.com/agent/tickets/89016,"The issue was due to an invalid selector causing step execution failures. Diagnostics could have helped by providing visibility into the CSS selector failures and element detection issues, allowing the author to identify and correct the invalid selector themselves. The custom field shows Diagnostics was NOT used, representing a missed opportunity for self-service resolution.","could_diagnostics_help: yes
diagnostics_triage_help: yes
diagnostics_fix_help: no","could_diagnostics_help: yes

diagnostics_triage_help: yes, The issue was primarily around identifying why a certain step failed and directly move to the seventh step. And diagnostics is primarily built to help surface such information. Had the user checked diagnostics, they would have identified that the CSS selector added was not evaluating as expected or it was failing. And that's the reason why the remaining steps were skipped and the seventh step was trying to latch onto a different element. triage here with diagnostics was definitely possible, but the author or the user has not opted to do so. 

diagnostics_fix_help: no, Because diagnostics is built to surface information and in this case the solution was to correct the selector added in the display or visibility rule as confirmed by the support agent who handled this ticket. While detection of the selector not evaluating is possible, fixing or modifying or recommending an updated selector is currently not possible via diagnostics. This is an area of improvement for diagnostics. ","1. The summary of the ticket is apt & sound

2. The could_diagnostics_help_reasoning is not entirely accurate, it is again confused on issue detection vs issue resolution - yes, Diagnostics will help surface that the CSS selector added is incorrect or not irrelevant to true, which is why the behavior or the issue. But it cannot recommend selector to be modified or what the modification should be. That's missing. So the could help score or reasoning is something that needs to improve. ","CSS selector failures, Element detection failures, Step execution failures",,troubleshooting,success,,,,,,,,,
49,88439,hy_cite_royalone,Offline Message from Alex Martin: Pop-up not appearing in production,closed,2025-09-12T00:22:53+05:30,9,FALSE,,,Pop-up not appearing in production despite working in preview.,"Incorrect selector added to the pop-up, which did not highlight any element on the page.","Alex Martin reported that a pop-up created in Royal One worked well in preview but failed to appear in production. After confirming the issue persisted, Mahesh M from the support team suggested a call to troubleshoot the problem. During the call, it was discovered that the selector used in the pop-up was not highlighting any element on the production page, causing the pop-up to not appear. The selector was updated, and the pop-up functioned correctly in production.",Updated the selector in the pop-up to correctly highlight an element on the production page.,Yes,no,confident,The synthesis summary and resolution do not mention the use of Diagnostics or any of its capabilities. The issue was resolved through a call and manual update of the selector.,yes,confident,https://whatfix.zendesk.com/agent/tickets/88439,"The issue was related to an incorrect selector that did not highlight any element on the production page. Diagnostics can help identify CSS selector failures and element detection issues, which would have provided visibility into why the pop-up was not appearing and helped resolve the issue. The custom field shows Diagnostics was used, but the synthesis does not confirm this, indicating a potential gap in self-service usage.","could_diagnostics_help: yes
diagnostics_triage_help: yes
diagnostics_fix_help: no","could_diagnostics_help: yes

diagnostics_triage_help: yes, Because in this case, the incorrect visibility rule was that the added selector in the visibility rule for the pop-up was not the right selector that was added. So here, diagnostics would have easily helped the user figure out why the pop was not showing up in production if the user had chosen to troubleshoot using diagnostics. In the end, the support agent has mentioned that diagnostics did help them identify the issue faster when they went on a call with the user. Had the user themselves used diagnostics, they would have been able to identify the problem faster and directly ask help from support to fix the incorrect selector. 

diagnostics_fix_help: no, Same reason as before, diagnostics can help detect or surface the problematic visibility rule, which is causing the power to not appear as intended, but it cannot provide the modified or updated CSS selector for the issue to be resolved by the author themselves. This is again an area of improvement for diagnostics. ","1. The summary of the ticket is apt & sound

2. The could_diagnostics_help_reasoning is not entirely accurate, it is again confused on issue detection vs issue resolution - yes, Diagnostics will help surface that the CSS selector added is incorrect or not irrelevant to true, which is why the behavior or the issue. But it cannot recommend selector to be modified or what the modification should be. That's missing. So the could help score or reasoning is something that needs to improve. ","Element detection failures, CSS selector failures",,troubleshooting,success,,,,,,,,,
